fix_name,latitude,longitude,type
ANTNY,38.4279,-77.55493055,FIX
ANTON,38.45141944,-97.49783333,FIX
ANTOV,45.42768333,-71.02322222,FIX
ANTOW,34.00723888,-85.035225,FIX
ANTOX,20.90736388,-69.76303333,FIX
ANTRI,39.33431111,-84.66759722,FIX
ANTSS,40.08833888,-111.60169722,FIX
ANTSY,38.21178888,-95.72436111,FIX
ANTTI,39.86964166,-86.81868888,FIX
ANTUA,30.870075,-86.92416944,FIX
ANTUH,31.55293333,-88.42679722,FIX
ANUCE,40.41381388,-103.18252222,FIX
ANUCO,41.70232222,-86.45203333,FIX
ANUDE,45.12751944,-69.38629444,FIX
ANUGE,38.26844166,-96.28345555,FIX
ANUKE,37.54857777,-89.12272222,FIX
ANURE,32.97961388,-80.09863333,FIX
ANUTE,42.20010277,-111.19114722,FIX
ANUTY,30.52808333,-91.14548333,FIX
ANUXE,38.97920277,-94.43122777,FIX
ANUYA,22.12651666,-159.18383333,FIX
ANUYE,40.144825,-80.16403888,FIX
ANUYI,30.50921111,-86.59361944,FIX
ANUZA,43.70112222,-84.46183333,FIX
ANV,62.64733333,-160.19005555,AIRPORT
ANVAF,30.38217222,-87.08700277,FIX
ANVAL,33.91519722,-84.04865833,FIX
ANVER,35.25202777,-65.68779166,FIX
ANVIL,47.60575277,-122.30974166,FIX
ANVOC,42.57155555,-94.97671944,FIX
ANVUL,32.70731666,-93.75559444,FIX
ANW,42.57922222,-99.99297222,AIRPORT
ANWAF,32.43565833,-86.75500277,FIX
ANWEX,64.33400555,-165.09348888,FIX
ANWEY,41.52481666,-85.84769166,FIX
ANWOV,38.87697777,-95.74074444,FIX
ANWUM,33.04934444,-94.43739166,FIX
ANXED,39.34787777,-92.366675,FIX
ANXEG,40.75786111,-78.06828611,FIX
ANXUG,34.52995,-85.7084,FIX
ANY,37.15988888,-98.07952777,AIRPORT
ANYAB,38.71064166,-77.509525,FIX
ANZEL,33.36003055,-111.79985,FIX
ANZEO,60.92666111,-161.58304722,FIX
AOC,43.60352777,-113.33425,AIRPORT
AOH,40.70747797,-84.02707805,AIRPORT
AOO,40.29636111,-78.32002777,AIRPORT
AORTA,40.49249722,-111.4189,FIX
AOV,36.97188722,-92.68194583,AIRPORT
AP,44.96079108,-83.55993533,NDB
APA,39.57011861,-104.84929305,AIRPORT
APABE,37.03563055,-99.72281111,FIX
APACE,45.54573333,-122.40473611,FIX
APACH,34.84563055,-98.39828055,FIX
APACI,32.15972222,-110.33166666,FIX
APACK,24.04370277,-156.31954166,FIX
APACU,66.44000277,-159.95010555,FIX
APADE,38.32056111,-76.76803055,FIX
APADY,41.770975,-92.82978611,FIX
APAGE,36.48526666,-94.26286666,FIX
APAJY,30.36018055,-87.29546944,FIX
APAKE,32.95768333,-96.91866111,FIX
APALE,30.09461944,-97.64113333,FIX
APALO,38.00571944,-86.85979722,FIX
APALY,30.89031944,-89.86068611,FIX
APANE,39.34070277,-76.55964444,FIX
APART,41.09115,-74.25605277,FIX
APASE,39.98072222,-104.70039722,FIX
APASY,26.71325833,-81.70703611,FIX
APATE,35.27958333,-114.18311944,FIX
APATY,36.26658611,-86.38733611,FIX
APAYU,41.21545555,-103.39535,FIX
APC,38.21318916,-122.28068722,AIRPORT
APCEX,30.66694166,-97.43028888,FIX
APCHE,30.57996944,-88.78487777,FIX
APCHY,44.15534166,-94.18574722,FIX
APCUD,35.23727222,-118.98586944,FIX
APDAG,32.478775,-93.64776944,FIX
APDAW,33.94638611,-83.43917777,FIX
APDON,48.90583055,-122.74572222,FIX
APDOW,31.283175,-100.75881111,FIX
APEAK,28.89839444,-80.91464166,FIX
APEDE,44.88506388,-97.151275,FIX
APEER,39.62581666,-75.84038611,FIX
APEGE,40.525175,-74.74960277,FIX
APEJY,36.69767777,-114.16943611,FIX
APEKE,34.38970555,-85.80513611,FIX
APELE,32.62208333,-83.20054722,FIX
APELL,37.17287777,-93.31948611,FIX
APEMY,35.18921666,-112.99668055,FIX
APENE,38.63598055,-93.56155277,FIX
APENY,39.38526944,-87.21418055,FIX
APERE,32.30229722,-91.77943333,FIX
APESE,44.16762222,-88.26546666,FIX
APESY,40.03312777,-82.98315,FIX
APEWO,43.89699722,-95.78261111,FIX
APEZA,34.03343611,-83.2835,FIX
APEZY,43.78042777,-97.02835833,FIX
APF,26.1524408,-81.77563919,AIRPORT
APG,39.465465,-76.16829222,AIRPORT
APGUH,42.51938333,-114.24651666,FIX
APGUY,43.68141388,-71.271125,FIX
APH,38.06889025,-77.318961,AIRPORT
APHID,46.46021111,-105.92942222,FIX
APHIS,34.05246111,-114.325475,FIX
APIAN,33.6984,-82.49852222,FIX
APICE,34.7729,-79.39372777,FIX
APICI,46.57050277,-113.08178611,FIX
APIDD,21.82944444,-128.02194444,FIX
APIDE,39.54938333,-91.301525,FIX
APIGE,43.94126944,-90.60145,FIX
APIGY,37.54821111,-78.08898333,FIX
APIKE,41.04730833,-90.39583611,FIX
APIKY,41.034425,-97.13075277,FIX
APILE,41.92506666,-88.96039166,FIX
APIME,39.19988333,-119.77006388,FIX
APINE,40.50995277,-111.97635555,FIX
APIPE,34.05676111,-117.73185,FIX
APIRE,32.59436944,-94.72169722,FIX
APISE,43.50210555,-116.44149722,FIX
APIVE,30.42815833,-88.51930277,FIX
APIWO,43.10924166,-78.81363888,FIX
APIXE,44.06832222,-88.64897222,FIX
APIXY,40.09737777,-97.49680833,FIX
APIYO,48.15031944,-97.12325277,FIX
APKAF,44.80478611,-75.09266944,FIX
APKEW,38.25096666,-87.2,FIX
APKOW,37.52445833,-105.79838055,FIX
APLES,34.54846666,-117.14948333,FIX
APLLE,37.033575,-121.79637222,FIX
APMEF,43.23616111,-89.34766944,FIX
APMEH,31.93744166,-82.68771111,FIX
APN,45.07808333,-83.56030555,AIRPORT
APNEA,36.44137777,-99.299625,FIX
APNEL,45.34980555,-82.22841666,FIX
APNIW,65.87552222,-154.183375,FIX
APNTE,40.70641111,-74.23528888,FIX
APOCA,46.25457222,-84.34123888,FIX
APOCO,45.71191666,-69.63906944,FIX
APODD,39.38510277,-85.58715,FIX
APODE,37.65736388,-122.45473333,FIX
APODS,48.06470555,-117.39057777,FIX
APOFA,41.47054722,-74.29138055,FIX
APOGE,44.17624444,-103.148225,FIX
APOKE,38.55871388,-106.81192777,FIX
APOLE,29.85168888,-99.79281388,FIX
APOLO,28.8326,-80.42090277,FIX
APOOZ,43.10187777,-89.43657777,FIX
APORE,66.98402777,-145.88877222,FIX
APORY,37.48710833,-109.48337222,FIX
APOTE,56.62,-169.80781666,FIX
APOWE,33.67304166,-83.17825555,FIX
APOYU,36.92549722,-77.81855277,FIX
APPAG,60.48358333,-165.20880833,FIX
APPAL,40.04097777,-85.49836111,FIX
APPAT,39.917425,-74.33736944,FIX
APPEL,65.38290833,-146.002475,FIX
APPEY,36.46944722,-76.26748333,FIX
APPIE,39.85109722,-85.98208888,FIX
APPIN,31.21111388,-93.68299444,FIX
APPLE,40.55613611,-74.06225277,FIX
APPLR,42.5625,-87.891575,FIX
APPLS,35.90863055,-83.67254722,FIX
APPOL,18.08123333,-67.5613,FIX
APPUL,46.75243055,-102.76436666,FIX
APPUS,48.19907222,-122.304275,FIX
APQIT,32.5825,-102.64728888,FIX
APRAW,40.96288055,-80.92799444,FIX
APREF,44.28624444,-95.08452777,FIX
APRES,39.73100277,-107.0859,FIX
APRIL,29.07525,-95.23382777,FIX
APRIW,46.93896666,-96.39881388,FIX
APRLL,33.732675,-95.43701666,FIX
APRUF,38.81608888,-104.68573888,FIX
APS,30.08747222,-90.58283333,AIRPORT
APSUW,35.45940555,-86.20245555,FIX
APT,35.06066666,-85.58530555,AIRPORT
APTHY,45.62158333,-91.84190555,FIX
APTIF,33.16057222,-81.333625,FIX
APTLY,39.0189,-77.91961666,FIX
APTUW,32.12405833,-83.15853611,FIX
APUCE,30.41581944,-87.13381666,FIX
APUCO,39.90435,-77.74271388,FIX
APUCU,35.942475,-78.70109722,FIX
APUDY,37.68274444,-87.2587,FIX
APUFO,38.98079166,-87.37556388,FIX
APUKE,36.97061666,-90.03731944,FIX
APUNE,40.21041944,-99.34924166,FIX
APUNY,47.291225,-93.54203888,FIX
APUPE,30.23129444,-81.74749722,FIX
APURE,35.46400833,-120.43509722,FIX
APUSE,38.24203333,-78.39952222,FIX
APUUU,39.65546944,-103.95241111,FIX
APUVE,31.79494166,-106.12958888,FIX
APUYO,64.42157222,-164.695125,FIX
APUYU,46.86211111,-98.57916111,FIX
APV,34.57533138,-117.18618805,AIRPORT
APVIW,39.816325,-94.2874,FIX
APWIS,61.48162777,-159.20202222,FIX
APXIB,42.02182222,-97.47410277,FIX
APY,26.96878611,-99.24890833,AIRPORT
APYAP,29.12909166,-99.69982777,FIX
APZIC,30.61898888,-96.46647777,FIX
APZUL,27.07820277,-82.10224166,FIX
AQ,44.21594777,-88.39893902,NDB
AQABA,18.59587777,-67.37469166,FIX
AQE,35.70689011,-77.37187452,NDB
AQECY,44.93102222,-87.11575833,FIX
AQEKO,31.41645555,-92.52962777,FIX
AQETO,44.58931388,-88.70073888,FIX
AQFAV,40.32593055,-100.43321944,FIX
AQH,59.75509305,-161.84536555,AIRPORT
AQHAN,17.68151666,-64.99851388,FIX
AQIMU,40.34997777,-101.46735,FIX
AQO,30.78422222,-98.65988888,AIRPORT
AQOKU,35.21211666,-97.50385555,FIX
AQP,45.22750175,-96.00452941,AIRPORT
AQR,34.39833888,-96.14805972,AIRPORT
AQSOC,33.07115833,-117.13289722,FIX
AQT,70.20983333,-151.00647222,AIRPORT
AQUAA,38.83178888,-76.72348611,FIX
AQUAE,27.40788333,-82.68765555,FIX
AQUAS,39.46763333,-88.91931111,FIX
AQUAT,45.32911388,-92.97933333,FIX
AQUAX,53.49861111,-172.0025,FIX
AQULA,39.69304722,-106.57266944,FIX
AQUQU,30.25679444,-83.67845277,FIX
AQW,42.6962538,-73.17055305,AIRPORT
AQX,32.99511166,-81.27023666,AIRPORT
AQXOT,37.79890833,-101.37552777,FIX
AQY,60.96902222,-149.11934583,AIRPORT
AQZED,33.44475833,-104.34665277,FIX
AR02,35.46120277,-93.44535555,AIRPORT
AR03,35.12268055,-93.20313611,AIRPORT
AR05,35.21591944,-93.3049,AIRPORT
AR06,35.2325,-92.34333333,AIRPORT
AR07,33.14178611,-91.93346388,AIRPORT
AR08,36.31534722,-93.66657777,AIRPORT
AR09,36.41388888,-94.43888888,AIRPORT
AR10,34.80666666,-91.60833333,AIRPORT
AR11,36.28888888,-94.09027777,AIRPORT
AR12,35.31898611,-92.03238888,AIRPORT
AR13,34.98619861,-92.63349583,AIRPORT
AR17,34.98342611,-90.91511611,AIRPORT
AR20,36.07440833,-90.96736388,AIRPORT
AR21,35.35375,-94.35205277,AIRPORT
AR22,34.381485,-91.95847194,AIRPORT
AR24,35.76711944,-91.63543611,AIRPORT
AR27,35.93896722,-93.84575,AIRPORT
AR29,34.75044722,-92.34068611,AIRPORT
AR30,35.94341666,-89.91775,AIRPORT
AR32,35.23341944,-93.17254722,AIRPORT
AR33,35.23729722,-91.79505833,AIRPORT
AR34,34.98203194,-92.44515694,AIRPORT
AR36,36.33296666,-94.13202777,AIRPORT
AR40,35.37315833,-94.41933333,AIRPORT
AR41,36.35924166,-93.55090277,AIRPORT
AR42,33.57658322,-92.8361973,AIRPORT
AR43,35.10008527,-92.78349944,AIRPORT
AR44,33.51262361,-94.01352166,AIRPORT
AR45,34.7506475,-92.34070777,AIRPORT
AR46,35.18934444,-91.050375,AIRPORT
AR48,33.22161944,-92.67038888,AIRPORT
AR53,36.28925,-90.99631944,AIRPORT
AR59,34.27880833,-91.33862777,AIRPORT
AR60,35.8076,-90.66646666,AIRPORT
AR61,33.30533333,-91.28916666,AIRPORT
AR62,34.74291666,-92.29366666,AIRPORT
AR63,33.61799722,-91.39303611,AIRPORT
AR65,35.16811111,-92.72044444,AIRPORT
AR67,35.70003611,-89.97500277,AIRPORT
AR68,36.38275277,-91.81100277,AIRPORT
AR69,36.18937777,-94.50675555,AIRPORT
AR70,33.61087777,-92.06006666,AIRPORT
AR72,35.03944444,-90.77722222,AIRPORT
AR73,36.38972222,-90.20377777,AIRPORT
AR74,35.22011944,-90.78599722,AIRPORT
AR76,35.28848333,-91.35865,AIRPORT
AR77,34.50982472,-90.62621777,AIRPORT
AR78,35.23345277,-91.72973611,AIRPORT
AR79,33.69316361,-91.37956361,AIRPORT
AR80,36.23646,-93.10934305,AIRPORT
AR85,33.61176666,-91.81728888,AIRPORT
AR87,35.43463055,-94.33994444,AIRPORT
AR88,35.05480833,-92.35404277,AIRPORT
AR89,35.40008194,-93.06600611,AIRPORT
AR91,36.22590888,-94.03214444,AIRPORT
AR92,35.60978611,-91.26445277,AIRPORT
AR95,36.05090222,-90.49816194,AIRPORT
ARA,30.03775833,-91.88389611,AIRPORT
ARABE,35.32347777,-108.95545555,FIX
ARACI,41.41936111,-90.45354444,FIX
ARAFE,46.0998,-91.20957222,FIX
ARAGN,61.05284166,-146.67749722,FIX
ARAHE,45.11679444,-113.88393611,FIX
ARAKE,39.86796666,-83.96791944,FIX
ARALE,44.34275277,-88.76224166,FIX
ARAMY,43.83950833,-90.18852777,FIX
ARANY,65.36434444,-166.79266666,FIX
ARARR,43.63243611,-70.62296666,FIX
ARARY,37.53850555,-100.51737222,FIX
ARATE,35.28614444,-97.55547222,FIX
ARAWO,43.41263611,-88.86067777,FIX
ARAYI,41.03241388,-115.56487777,FIX
ARAZI,32.76633888,-114.70164722,FIX
ARAZU,33.57808888,-82.41855555,FIX
ARB,42.22292755,-83.74570883,AIRPORT
ARBAS,39.96832777,-84.89877222,FIX
ARBBY,48.62481944,-93.008775,FIX
ARBEC,44.60945277,-68.46165,FIX
ARBEE,34.14556666,-86.26689444,FIX
ARBEZ,69.99977222,-146.25288055,FIX
ARBIE,33.9556,-118.36774444,FIX
ARBIH,39.70274444,-110.92665833,FIX
ARBKL,45.57793888,-94.18376666,FIX
ARBOR,19.98100277,-155.13325,FIX
ARBSS,42.44830833,-88.90755833,FIX
ARC,68.11466944,-145.57941527,AIRPORT
ARCAB,40.59631111,-85.294925,FIX
ARCAD,41.14097777,-83.47299722,FIX
ARCAL,58.5,-150.0,FIX
ARCAP,37.28396388,-97.38784166,FIX
ARCAT,39.38286944,-80.18131111,FIX
ARCAV,40.96605,-71.79878333,FIX
ARCCO,35.54931111,-77.39825,FIX
ARCED,45.854675,-93.26398611,FIX
ARCEE,43.89004166,-90.54977222,FIX
ARCHE,36.08707222,-88.05833333,FIX
ARCHH,38.79956111,-109.57939722,FIX
ARCHI,37.49079722,-121.87554166,FIX
ARCHR,33.652825,-98.55013611,FIX
ARCHS,45.05758055,-87.52219722,FIX
ARCHU,30.004575,-94.43573888,FIX
ARCHY,40.03004166,-104.88032222,FIX
ARCHZ,40.56445277,-112.311775,FIX
ARCOE,36.73768333,-114.91706666,FIX
ARCOL,39.65161944,-88.282975,FIX
ARCON,69.9336,-148.42201111,FIX
ARCOS,39.48824166,-94.90176944,FIX
ARCOT,44.865,-104.03,FIX
ARCUM,40.024,-75.34824444,FIX
ARCUS,34.54166666,-117.10178333,FIX
ARDEB,36.59283055,-76.38842777,FIX
ARDEN,38.55237222,-121.37833055,FIX
ARDER,35.001525,-86.87991111,FIX
ARDES,42.09151111,-83.42826944,FIX
ARDIA,32.28507222,-96.93786666,FIX
ARDIE,40.52889444,-89.70043333,FIX
ARDIN,33.15289166,-87.71566388,FIX
ARDIS,40.947575,-72.70665833,FIX
ARDMO,45.66166388,-108.19739444,FIX
ARDNN,45.09064444,-93.21008888,FIX
ARDUE,45.04553333,-95.69738055,FIX
ARDVK,47.03298055,-122.47580555,FIX
ARDYN,36.74880277,-107.89151944,FIX
AREAA,44.44109444,-84.62830555,FIX
AREAE,33.63442222,-117.23363888,FIX
AREAF,35.608825,-113.23068333,FIX
AREAL,43.66308611,-86.09773055,FIX
AREBE,43.57873611,-82.91039166,FIX
ARECA,18.02694722,-67.23362222,FIX
AREDA,42.87044722,-92.93835277,FIX
AREDE,34.30251944,-77.91889444,FIX
AREEA,29.70071388,-98.41616944,FIX
AREGE,34.68761388,-91.57521666,FIX
AREIC,35.53681111,-92.36953888,FIX
AREKE,38.79743055,-76.86358055,FIX
ARELL,39.65729166,-106.82404722,FIX
AREND,39.66001111,-106.79473611,FIX
ARENE,41.46426111,-72.26456111,FIX
ARENS,22.60416666,-129.28888888,FIX
ARENT,36.77380277,-113.63054444,FIX
ARENZ,40.14373888,-93.65056111,FIX
ARERE,32.3161,-110.8858,FIX
ARESE,41.06606944,-95.82204444,FIX
ARESS,30.14775555,-85.66383055,FIX
ARETE,18.54374444,-65.82586944,FIX
ARETY,31.56858055,-81.96305277,FIX
AREVE,36.70524722,-80.19118333,FIX
AREWE,46.22082222,-99.30005555,FIX
AREXE,29.33591388,-100.89078055,FIX
AREXY,31.55008333,-81.80936388,FIX
ARFEJ,42.17393611,-107.18072777,FIX
ARG,36.12466666,-90.92511111,AIRPORT
ARGAL,36.17128611,-78.16536388,FIX
ARGEN,32.25886111,-94.55106666,FIX
ARGET,32.03893888,-102.46254444,FIX
ARGGG,37.39242222,-122.28163055,FIX
ARGHH,31.90744444,-110.54103888,FIX
ARGUE,33.18808055,-97.35901111,FIX
ARGUS,32.75363333,-115.31103611,FIX
ARGUW,42.28337222,-88.93980277,FIX
ARGYL,31.00101944,-83.62413888,FIX
ARHAT,35.15193611,-85.23970555,FIX
ARHEY,34.61606388,-114.38523055,FIX
ARHIF,33.093025,-103.24290833,FIX
ARHIP,28.32252777,-81.424125,FIX
ARHIY,48.715225,-116.30800555,FIX
ARHUF,48.68044444,-109.62778333,FIX
ARIAL,31.10686111,-82.72395833,FIX
ARIAN,40.26854722,-74.42481111,FIX
ARICE,37.68879166,-75.742325,FIX
ARIDE,47.95231944,-97.32046666,FIX
ARIEE,34.60099166,-120.02692777,FIX
ARIEL,41.45475277,-75.36154166,FIX
ARIFI,41.223225,-83.54858333,FIX
ARIGE,30.87718333,-83.20525,FIX
ARIII,33.60368333,-117.57405,FIX
ARIIN,34.39325,-119.8902,FIX
ARILE,32.89714722,-97.03947222,FIX
ARIME,43.19826666,-72.12397222,FIX
ARINE,33.03325555,-96.76589166,FIX
ARIPE,33.52946111,-92.78118611,FIX
ARIRE,33.40771944,-92.62032777,FIX
ARISE,59.99999444,-146.15374166,FIX
ARISS,23.18166666,-76.81166666,FIX
ARIST,41.96646944,-88.51176666,FIX
ARITE,39.81753055,-119.76204166,FIX
ARIVE,32.94991111,-84.98056111,FIX
ARIVR,39.61225833,-85.78455833,FIX
ARIWU,32.48213611,-102.64598611,FIX
ARJAE,45.08430277,-93.29352222,FIX
ARJAY,34.15244166,-103.616125,FIX
ARJEL,45.254725,-98.66169722,FIX
ARJEV,41.05300555,-83.65211666,FIX
ARKEE,13.8154,144.76730277,FIX
ARKET,44.63285555,-93.34543333,FIX
ARKEZ,61.29258888,-149.64245,FIX
ARKOE,33.62830277,-117.08066666,FIX
ARKSS,39.98738333,-93.55932777,FIX
ARKWX,26.41666666,-80.3625,FIX
ARLEE,47.14095,-114.09975277,FIX
ARLEH,45.53475833,-122.44443611,FIX
ARLEY,39.11533333,-94.59431388,FIX
ARLFT,39.24203333,-75.45302222,FIX
ARLIG,38.83636944,-82.4134,FIX
ARLIN,33.28371388,-112.68513055,FIX
ARLOW,37.58266666,-97.08601388,FIX
ARLTT,37.85507222,-97.8497,FIX
ARLUV,37.86260277,-87.70185,FIX
ARLYN,40.31666666,-88.66666666,FIX
ARM,29.25427777,-96.15438888,AIRPORT
ARMBR,33.55064166,-117.80343888,FIX
ARMEL,38.93459166,-77.46670277,FIX
ARMET,29.46134166,-90.66100277,FIX
ARMIE,43.21061944,-70.5123,FIX
ARMIF,40.44161388,-76.43200277,FIX
ARMIN,40.44259166,-106.81436111,FIX
ARMMS,40.98051388,-74.66138333,FIX
ARMOR,31.62990833,-94.73031388,FIX
ARMRR,41.30894722,-80.40754722,FIX
ARMTY,45.85074722,-109.49513611,FIX
ARMUN,42.39256111,-70.07862777,FIX
ARMUR,15.54333333,-66.635,FIX
ARMUW,45.44344722,-95.19598333,FIX
ARMUZ,40.951575,-76.58999444,FIX
ARMYY,33.59493611,-95.80621111,FIX
ARNDT,44.54746944,-88.81581666,FIX
ARNEE,33.82581388,-117.45239166,FIX
ARNES,33.99935833,-117.76705833,FIX
ARNIE,40.21199722,-79.49217222,FIX
ARNII,43.24997777,-74.33337222,FIX
ARNIT,40.00517777,-83.03325,FIX
ARNLD,38.21513611,-84.82013055,FIX
ARNNE,30.72907777,-96.55006944,FIX
ARNNY,32.34461111,-86.99126944,FIX
ARNOD,38.86298888,-95.72106666,FIX
ARNOL,38.26436111,-90.35659166,FIX
ARNOY,44.50113888,-120.91117222,FIX
AROBE,32.174425,-94.59446666,FIX
AROCE,42.409825,-96.255,FIX
AROCO,41.26429444,-95.89475,FIX
ARODD,32.29194444,-97.16416666,FIX
ARODR,39.08958611,-76.05153888,FIX
ARODY,30.40536388,-88.92641111,FIX
AROGE,36.76674444,-111.41103055,FIX
AROGT,30.75027777,-90.49166666,FIX
AROKE,40.47237777,-73.90211111,FIX
AROLD,60.39657777,-149.66817777,FIX
AROLE,41.48163055,-83.64214166,FIX
AROLL,30.64681111,-90.86334444,FIX
AROLT,29.83857777,-96.17013611,FIX
AROME,41.86498888,-74.07768055,FIX
ARONN,33.81023333,-88.91728888,FIX
AROPE,39.89465,-86.14649444,FIX
ARORA,64.26785833,-145.94996944,FIX
AROSS,27.14856388,-80.12995555,FIX
AROTE,61.08822222,-149.92703333,FIX
AROVE,40.93291111,-98.31507777,FIX
AROWN,39.18333333,-123.35,FIX
AROWS,43.48978055,-115.83601666,FIX
AROWW,33.48194444,-117.08305555,FIX
AROYA,41.79348333,-86.58849166,FIX
AROYO,35.10808055,-107.11069166,FIX
AROYU,64.017175,-145.69287222,FIX
ARPAW,39.37914722,-119.87756944,FIX
ARPEE,47.83398055,-122.78261666,FIX
ARPER,30.44202222,-99.37005277,FIX
ARPPE,33.60483055,-85.23695,FIX
ARQEB,41.55967777,-73.15279166,FIX
ARR,41.77191666,-88.47566666,AIRPORT
ARRAN,34.218775,-117.16895833,FIX
ARRAY,39.8155,-82.69042222,FIX
ARRBE,33.63436666,-84.71944166,FIX
ARRBR,39.28893055,-123.20825833,FIX
ARRCA,37.48092777,-118.05660555,FIX
ARRDE,39.98303611,-76.76789444,FIX
ARRDY,33.65501388,-116.77800277,FIX
ARRES,39.66255,-104.52420833,FIX
ARREX,44.42573055,-94.142775,FIX
ARRFF,38.53333333,-122.25,FIX
ARRGH,41.89705277,-83.59476111,FIX
ARRIC,42.42428611,-72.65094444,FIX
ARRIE,47.87989166,-123.47583333,FIX
ARRIN,34.06586388,-107.87560555,FIX
ARRIS,44.00956111,-121.16224444,FIX
ARRKK,42.06347777,-75.31678055,FIX
ARRMY,35.06333333,-116.74,FIX
ARRON,37.65614166,-92.07139166,FIX
ARROW,22.35504444,-155.20856388,FIX
ARRTT,25.89229722,-80.98249722,FIX
ARRTU,37.73362222,-121.50298888,FIX
ARRUE,49.07305555,-124.12972222,FIX
ARRUU,35.97495,-86.47003055,FIX
ARRUY,40.29470833,-77.0261,FIX
ARRVD,33.98556388,-116.73265555,FIX
ARRYA,33.87621111,-116.52539444,FIX
ARSEN,61.01899722,-163.101825,FIX
ARSHA,45.62741666,-89.61883611,FIX
ARSHO,47.08513055,-113.00333611,FIX
ARSHP,41.03532777,-81.23024444,FIX
ARSHW,27.98861666,-82.23644166,FIX
ARSON,32.77693333,-113.47146666,FIX
ARSUF,29.26466111,-81.33548333,FIX
ART,43.99183333,-76.01941666,AIRPORT
ARTAQ,37.46334444,-122.04037222,FIX
ARTEE,31.54399166,-95.47297777,FIX
ARTEL,30.16015833,-92.73131111,FIX
ARTEY,41.469275,-73.41301666,FIX
ARTHN,39.34658888,-84.46248333,FIX
ARTIC,69.02053333,-148.44103333,FIX
ARTIJ,37.12309722,-85.17034444,FIX
ARTJR,39.97485555,-85.93680277,FIX
ARTLL,35.94930833,-97.99541944,FIX
ARTOH,42.65417777,-88.34554166,FIX
ARTOP,-0.87805555,180.0,FIX
ARTSS,40.39684444,-104.62926388,FIX
ARTSY,41.5104,-80.461075,FIX
ARTTS,31.30375555,-85.647075,FIX
ARTTY,45.0,-123.07471111,FIX
ARTUR,36.53287222,-83.78536388,FIX
ARTYS,42.57959166,-93.07628888,FIX
ARTYY,36.457925,-121.22636111,FIX
ARUBE,44.27714166,-121.09415277,FIX
ARUCO,40.07449444,-75.28979166,FIX
ARUGE,41.04549722,-92.81165,FIX
ARUJO,41.858425,-83.43802777,FIX
ARUJU,32.95181388,-109.751175,FIX
ARUKY,33.04958333,-90.48419444,FIX
ARULE,42.83050277,-91.05795833,FIX
ARULY,33.24180833,-111.91566111,FIX
ARUMM,36.669025,-86.75046666,FIX
ARUNY,64.30659444,-147.13670277,FIX
ARUPT,45.75833333,-122.74569444,FIX
ARURE,36.36237777,-89.67919166,FIX
ARUSH,37.45016388,-84.93468611,FIX
ARUTE,41.62986388,-108.68626944,FIX
ARUVE,35.9955,-85.54424444,FIX
ARUXE,29.78958611,-95.16836944,FIX
ARUXY,43.255075,-108.91095277,FIX
ARUYE,38.58979166,-76.55571388,FIX
ARUYU,8.21416666,133.75833333,FIX
ARUYY,31.14877222,-87.26998888,FIX
ARUZI,35.08520833,-101.82620555,FIX
ARV,45.92791666,-89.73094444,AIRPORT
ARVAD,47.22263611,-122.581,FIX
ARVDD,47.45727222,-120.17691111,FIX
ARVEY,31.69404722,-110.9808,FIX
ARVII,8.89166666,-170.65638888,FIX
ARVIN,35.27685555,-118.86134722,FIX
ARVON,37.68720833,-78.36631944,FIX
ARVOW,40.94852777,-98.27279444,FIX
ARW,32.41216666,-80.63435416,AIRPORT
ARWEL,46.92743333,-122.28999722,FIX
ARWEN,39.08116111,-76.67881388,FIX
ARWUC,64.271375,-158.85729722,FIX
ARXAV,36.75560277,-85.03687222,FIX
ARXEK,37.41765,-101.26740277,FIX
ARYAR,38.37228611,-95.72541666,FIX
ARYED,42.09187222,-90.76527222,FIX
ARYEL,36.45505555,-116.21423611,FIX
ARYIA,39.47589444,-77.230825,FIX
ARYOT,43.39691666,-115.736325,FIX
ARZOH,36.66694444,-90.07793888,FIX
ARZUG,39.96946666,-75.19329166,FIX
AS04,34.566206,-90.998872,AIRPORT
AS11,34.44736111,-90.8075,AIRPORT
AS31,35.840875,-90.52658194,AIRPORT
AS91,34.2925615,-90.9957155,AIRPORT
ASABE,46.26673611,-97.66291944,FIX
ASACI,33.81188611,-101.32771388,FIX
ASACU,42.97995277,-71.45088333,FIX
ASADE,12.79316666,144.84003888,FIX
ASAGE,30.58400833,-89.65103888,FIX
ASAKE,42.61266666,-82.60605833,FIX
ASALE,39.65854166,-75.84531388,FIX
ASALT,40.52758888,-73.96393888,FIX
ASAME,35.47409166,-87.81786666,FIX
ASANE,43.61770555,-84.36669444,FIX
ASARE,44.82840555,-89.36866388,FIX
ASASE,43.52988888,-116.12516944,FIX
ASASY,38.49551111,-78.98629722,FIX
ASAXE,46.43663333,-123.00632222,FIX
ASAYA,21.83769444,-159.76645833,FIX
ASAYE,40.77838055,-122.38822777,FIX
ASAYO,36.48894722,-85.24884166,FIX
ASAYU,35.67385555,-77.26443888,FIX
ASAZE,35.2386,-99.39480833,FIX
ASBAW,33.00662222,-82.89980277,FIX
ASBEY,32.08723333,-82.22270277,FIX
ASBUR,37.82344722,-80.46428888,FIX
ASCHE,32.69576666,-93.70616944,FIX
ASCOT,27.11864722,-97.41698055,FIX
ASD,30.34633333,-89.82080555,AIRPORT
